# icr-intercell gene name dictionary v0.2
#
# jamesc@icr.ac.uk, 13th May 2014
#
# This file is used as a dictionary to standardise gene names in different data sets
# Cell line names found in the first column (alias) should be converted to those
# given in the second column (gene_name).
#
# Gene name information was extracted from columns 4 and 7 in the file:
# 	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/GENE_INFO/Mammalia/Homo_sapiens.gene_info.gz
#
# This version contains 102615 alia for 47634 distinct gene names
#
# Changes: 
#   changed HGF\tSOS1 to HGF\tHGF
#	changed APC\tPROC to APC\APC
# need to address the issue of an official gene name being an alias for another gene...
#
#alias	gene_name
DDC8	TIMP2
DNHD2	DNAH12
LOC102724074	LOC102724074
LOC400644	LOC400644
FIAF	ANGPTL4
RNA5SP67	RNA5SP67
amisyn	STXBP6
COXPD13	PNPT1
ETS1	ETS1
H21	AKAP5
JSX	SLC24A5
SEC84	EXOC8
GI24	C10orf54
CORD11	RAX2
PAICSP4	PAICSP4
OATL1	TBC1D25
NCRNA00254	LINC00254
SHARP-2	BHLHE40
SORD	SORD
LOC100506791	LOC100506791
bA514O12.3	RNASET2
TNFAIP5	PTX3
PMS7	PMS2P5
hSyn	RIC8B
RNA5SP497	RNA5SP497
PARP-5b	TNKS2
PTPN20C	PTPN20CP
HUMINAE	ITGAE
C16orf17	WDR90
NBLST4	NBLST4
RPS2_17_1389	RPS2P2
SEC6	EXOC3
LOC100129434	LOC100129434
PTOSX	PTOS2
FRA13D	FRA13D
MIZ1	PIAS2
LOC653924	LOC653924
CKLFSF8	CMTM8
LOC729317	LOC729317
ATP6V1G1	ATP6V1G1
KAT12	GTF3C4
TFIIH	GTF2H5
hCG2004593	RPL17P39
RBMX2P2	RBMX2P2
ANT4	SLC25A31
YME1L1P1	YME1L1P1
NPR2	NPRL2
LYF1	IKZF1
SNORD114-18	SNORD114-18
LOC729291	LOC729291
2410091M23Rik	DPPA4
WFDC11	WFDC11
MROH9	MROH9
bA535F17.1	KHDRBS2
hMIS18beta	OIP5
LCN1L2	LCN1P2
ICR2	TGM1
CD158B2	KIR2DL3
STOML2	STOML2
HCC-1/HCC-3	CCL14
COX6A1P3	COX6A1P3
OR11-249	OR5A1
NM23-H5	NME5
IMF1	PDGFRB
CT4.3	GAGE3
HTN2	HTN3
RAB5C	RAB5C
RNA5SP192	RNA5SP192
LOC102723512	LOC102723512
NPPC	NPPC
LOC102725193	LOC102725193
IIAE2	TLR3
GTF2IRD2P	GTF2IRD2P1
HEL-S-14	CNN1
SFTPH	SFTA3
MRP63	MRPL57
HCLP1	KLHDC2
EVER1	TMC6
MOX-2	NOX3
VLDLRCH	VLDLR
KRT6E	KRT6C
MDA5	IFIH1
RPL10A_4_618	RPL10AP10
MTMR2	MTMR2
WAP5	WFDC2
HOXA11S	HOXA11-AS
MCH-1R	MCHR1
RPL7A_22_1031	RPL7AP53
C1orf35	C1orf35
SSTR1	SSTR1
E25B	ITM2B
EDDM6	GPR64
OR7A2P	OR7A2P
NSRP1	NSRP1
RAD17	RAD17
N4WBP5	NDFIP1
POF	POF1B
C9orf79	SPATA31E1
DRBP76	ILF3
RPL39_21_1719	RPL39P40
MRGF	MRGPRF
MS-KIF18A	KIF18A
ARCND3	EDN1
MRP-S17	MRPS17
CYP26B1	CYP26B1
Eve-3	SPRED3
MCOPCB2	MCOPCB2
JAL	CREB3L4
APCDD1	APCDD1
LOC100289333	LOC100289333
FFAR1L	GPR42
TCEA1P	TCEA1P1
RNU71A	SNORA71A
SAMD4	SAMD4A
LOC101927942	LOC101927942
HSA9761	DIMT1
DDX10P1	DDX10P1
IL16	IL16
LOC390791	LOC390791
TCF3	TCF7L1
LGMD2A	CAPN3
SOC	UBXN11
LINC00989	LINC00989
COPD26	COPD26
RPL36_2_687	RPL36P9
GGT1P1	GGT8P
BAI2	BAI2
ZNF470	ZNF470
miRNA223	MIR223
POU2F3	POU2F3
PI9	SERPINB9
TRNAQ54P	TRNAQ54P
ZOG	DLK1
LOC729409	LOC729409
NSL2	KANSL2
RETSDR8	DHRS9
LINC01133	LINC01133
MIR548F2	MIR548F2
RPL23P5	RPL23P5
OBP-2	KIF22
RORET	TRIM38
LOC100505951	LOC100505951
BEND6	BEND6
BROMIX	TNFRSF13C
V1-1P	IGLV2-5
RS11	RGS11
RNA5SP419	RNA5SP419
PNMA7A	ZCCHC12
RPL21_51_1327	RPL21P111
ANIB2	ANIB2
bA149I23.6	IFIT1B
LOC101927703	LOC101927703
THOC7-AS1	THOC7-AS1
TCRBV3S2	TRBV3-2
CDH23	CDH23
HB9	MNX1
NF-E3	NR2F2
DA2B	TPM2
TREML3	TREML3P
HMGB1P48	HMGB1P48
KHL2	FOXG1
MIR6872	MIR6872
CT16.5	PAGE2B
RNF144A-AS1	RNF144A-AS1
LMTK3	LMTK3
LOC102724060	LOC102724060
MIR4429	MIR4429
GLUTX1	SLC2A8
OAF	OAF
c-KROX	ZBTB7B
LOC100653049	LOC100653049
c367G8.3	RPL23AP5
LOC101928919	LOC101928919
GDEP	PCAT4
hFAF1	FAF1
LOC102725087	LOC102725087
OXSR1	OXSR1
RAD51	RAD51
LOC101928678	LOC101928678
IL-28B	IFNL3
USP17L8	USP17L8
FAM196A	FAM196A
BSN2	BNC2
dJ329L24.1	MCM9
FRDAP	FRDAP
TR2	TXNRD3
OR912-47	OR5D2P
LOC100422000	LOC100422000
PRO0213	MED20
FCPX	FCP1
SPGF8	NR5A1
ZNF877P	ZNF877P
ORC2L	ORC2
BTN5	ERMAP
LOC100499221	LOC100499221
LOC646347	LOC646347
MRI	C7orf49
SETP21	SETP21
IGLV746	IGLV7-46
WS4	SOX10
LOC101927788	LOC101927788
DEFB109A	DEFB109P1
FIL1H	IL36B
CCDC146	CCDC146
STL2	COL11A1
MYRIP	MYRIP
RPML12	MRPL12
CYorf17	CYorf17
LOC102724282	LOC102724282
MSK32	MSK32
ACSVL1	SLC27A2
MYD-1	SIRPA
S1PR5	S1PR5
MIRN517C	MIR517C
NRBP2	NRBP2
MGC15885	MGC15885
PPP1R1C	PPP1R1C
MKI67P1	MKI67P1
EST111653	ABCA3
KCNE2	KCNE2
LOC643014	LOC643014
OTF2	POU2F2
CD95L	FASLG
P2RX4	P2RX4
RPIP9	RUNDC3B
U50B	SNORD50B
CCND2	CCND2
OR5T3	OR5T3
TRBV18	TRBV18
CFB	CFB
CPTI-M	CPT1B
PCP4	PCP4
IFN-ALPHA	IFNA1
CDC42BPB	CDC42BPB
CYB561D1	CYB561D1
CDHR14	CLSTN3
ZNF488	ZNF488
MDL-1	CLEC5A
RNMTL1	RNMTL1
RPB19	POLR2G
LOC101928463	LOC101928463
SART3	SART3
TCRAV1S2	TRAV1-2
VEGFR	KDR
NDUFS5	NDUFS5
DNM1DN11-6	DNM1P41
PPP1R54	CASC1
hsa-mir-873	MIR873
LOC283737	LOC283737
FZD11	SMO
DNAJC3-AS1	DNAJC3-AS1
RPL35P6	RPL35P6
FGDY	FGD1
LOC283788	LOC283788
MUC21	MUC21
TB-5	TBRG1
B7H6	NCR3LG1
RCTPI1	TPI1P1
ZC2HC4B	MYT1L
LOC100292922	LOC100292922
MIR425	MIR425
MIR3610	MIR3610
CDT6	ANGPTL7
LOC101929851	LOC101929851
YBX3	YBX3
SC5DL	SC5D
RPL12P24	RPL12P24
PARP4P3	ANKRD62P1-PARP4P3
Math5	ATOH7
hsa-mir-588	MIR588
LOC101929657	LOC101929657
KAP2.3	KRTAP2-3
MCPIP1	ZC3H12A
HBII-52-29	SNORD115-29
RPL36AP26	RPL36AP26
DFNB57	DFNB57
dJ1187J4.3	BPIFB9P
IRF8	IRF8
FAM108A6	ABHD17AP5
FREB	FCRLA
PRO0132	CPS1-IT1
MIR6797	MIR6797
PEPP1	RHOXF1
NRPN	KLK8
STK6P	AURKAPS1
ASC1p50	ASCC1
BCL3	BCL3
MIRN1179	MIR1179
TOPAZ1	TOPAZ1
TRNAQ20	TRNAQ20
CNN2P3	CNN2P3
TLCD1	TLCD1
ST8SiaIII	ST8SIA3
LOC100129956	LOC100129956
GLULP4	GLULP4
ACVRLK4	TGFBR1
LOC101930098	LOC101930098
ISLET1	ISL1
ZSCAN6	MZF1
hsa-mir-6082	MIR6082
XYLB	XYLB
HIATL1	HIATL1
ADAMTS10	ADAMTS10
AIO	IKZF3
RBTN3	LMO3
dJ914P20.4	PSMD10P1
PPAPDC1	PPAPDC1A
LOC102724735	LOC102724735
RPS29_8_466	RPS29P11
MIR508	MIR508
p30DBC	CCAR2
HEPACAM2	HEPACAM2
NLGN4Y	NLGN4Y
TRNAV15	TRNAV15
RPS29P24	RPS29P24
NUMA1	NUMA1
ST1A3/ST1A4	SULT1A4
LOC101928415	LOC101928415
ARHGAP16P	ARHGAP16P
CEACAMP10	CEACAMP10
SYNS1	NOG
SNAP47-IT1	SNAP47-AS1
LOC100216337	LOC100216337
GIPC1	GIPC1
RPS18P4	RPS18P4
MIR3938	MIR3938
hsa-mir-6814	MIR6814
LRRC16A	LRRC16A
zeta2-COP	COPZ2
ARE1	VPS52
PGS2	DCN
FZD1	FZD1
CP-22	SRI
LOC101929300	LOC101929300
eIF-4A-I	EIF4A1
MSJ-1	DNAJB6
BETA4	BHLHE23
C15orf30	PARP16
TCRAV8S6	TRAV8-6
C17orf61-PLSCR3	TMEM256-PLSCR3
YWHAQP6	YWHAQP6
pH2B/i	HIST1H2BPS2
C1orf94	C1orf94
HBII-336	SNORD93
ZZZ3	ZZZ3
DNM1DN4.1	DNM1DN4-1
NET54	TDRD9
GALNAC4S-6ST	CHST15
SMNC	SMN2
PTHR2	PTH2R
GRP57	PDIA3
DEL8Q21.11	DEL8Q21.11
MRX11	MRX11
KRTCAP1	PERP
HLX-AS1	HLX-AS1
SRCyp	PPIG
CLIC2	CLIC2
C8ORFK23	FER1L6
IL-17	IL17A
LOC101929047	LOC101929047
IKATP	KCNJ11
MYOZ1	MYOZ1
TRAV131	TRAV13-1
LOC100505768	LOC100505768
RUBICON	KIAA0226
OR19-18	OR7A2P
LOC102725219	LOC102725219
KFS2	MEOX1
NY-BR-87	MRPS26
PRKM8IPL	MAPK8IP2
MigR	CXCR3
PRR26	PRR26
ATPMBL1	ATP5BP1
EMS1	CTTN
NEC1	PCSK1
FLIIAP1	LRRFIP1
COX6BP1	COX6B1P1
ITM3	ITM2C
MYOR	MSC
HIGM1	CD40LG
LPP3	PPAP2B
HAUS6P1	HAUS6P1
pp7684	SRA1
SF2p32	C1QBP
PSMD2P1	PSMD2P1
RN5S475	RNA5SP475
HOMG3	CLDN16
MIR453	MIR323B
KNSL7	KIF15
PXR2B	PEX5L
MALSU1	MALSU1
CAGB	S100A9
LOC101927016	LOC101927016
THAP6	THAP6
XAP101	DKC1
ALKBH3	ALKBH3
C20orf82	ISM1
HEATR7A	MROH1
FAM72C	FAM72C
TRV8	TRNAV8
RANBP2	RANBP2
TRP53COR1	TRP53COR1
Hsd17b_2	HSD17B7P2
IMD1	BTK
CXINSq27.1	HTC2
KDM3A	KDM3A
TGF1a	MAP3K7
PIRC1	PIRC1
OR2T7P	OR2T7
ARP9	APOBEC3G
CAST	ERC2
GOLGA2P2Y	GOLGA2P2Y
TGAM77	CNIH1
PHLU	PHYKPL
SHREW1	AJAP1
memA	PNN
SMG1P4	SMG1P4
HAO2-IT1	HAO2-IT1
ATFB4	KCNE2
G10P1	IFIT1
LOC101927030	LOC101927030
NS6	NRAS
Z1971	ZNF471
p59OASL	OASL
LOC100422285	LOC100422285
C22orf1	MPPED1
RPS11_1_184	RPS11P2
MIN2	CD59
IGVPB	VPREB1
OGDHL	OGDHL
LOC100422108	LOC100422108
B-50	GAP43
PCED1B-AS1	PCED1B-AS1
WAP12	WFDC10B
HSPG2	HSPG2
CZF-1	ZNF470
FCM	NOL3
CRCS9	CRCS9
LOC102723768	LOC102723768
CD274	CD274
SLC52A2	SLC52A2
LOAS	LOAS
RFTN2	RFTN2
ZNF515	GLIS3
DIE2	ALG10
PTCHD1AS1	PTCHD1-AS
FUNDC1	FUNDC1
BRKS	BRKS1
TNRC17	TNRC17
DXS1357E	BCAP31
MST145	ENOPH1
RPS23P3	RPS23P3
LOC101929751	LOC101929751
SPG69	RAB3GAP2
RNU7-45P	RNU7-45P
ATP8B1	ATP8B1
C8ORFK36	KLHL38
RNF183	RNF183
hCGB	CGB
CWH43-C	CWH43
STX4	STX4
RFRP	NPVF
ARHGAP42P2	ARHGAP42P2
LOC100505690	LOC100505690
ALPS2B	CASP8
PS-beta-G-1	PSG1
MSTP116	MTFR1L
LOC644754	LOC644754
DPY19L1	DPY19L1
WVS	EZH2
LOC101929929	LOC101929929
LOC100131953	LOC100131953
LOC101928690	LOC101928690
CRM1	XPO1
LUZP3	LRRC2-AS1
C1orf68	C1orf68
FGF23	FGF23
EIF3KP3	EIF3KP3
APG10L	ATG10
PCNT	PCNT
LOC102725518	LOC102725518
TMCC1-AS1	TMCC1-AS1
FOXO3A	FOXO3
dJ1013A22.4	RPL37AP1
BET1	BET1
AI2A3	WDR72
ARL13A	ARL13A
TRAJ49	TRAJ49
FTX	FTX
OR2W3P	OR2W3
OTOP1	OTOP1
MKRN2-AS1	C3orf83
CRISP1	CRISP1
SPK 2	SPHK2
TRNAG5	TRNAG5
AKR1B10P2	AKR1B10P2
ARMD6	RAX2
SOX26	SOX15
MUHH	HR
LINC01004	LINC01004
RNA5SP256	RNA5SP256
LOC100132086	LOC100132086
C2orf6	MOB1A
LOC102725158	LOC102725158
DFNA54	DFNA54
POLR3B	POLR3B
SNRNP15	TXNL4A
LOC100379236	LOC100379236
GIRK3	KCNJ9
LOC102723382	LOC102723382
ADIPOQ	ADIPOQ
RTK6	DDR1
P97	PSMD2
RUNXBP2	KAT6A
SLC21A20	SLCO4C1
RIT2	RIT2
CD44	CD44
FEZF1	FEZF1
PCDHB15	PCDHB15
LOC100174950	LOC100174950
TSPAN22	PRPH2
OR2H8	OR2H1
FRA5G	FRA5G
MAGUIN	CNKSR2
CAMP-GEFII	RAPGEF4
CMTR2	CMTR2
GNGT8	GNGT2
FAM153A	FAM153A
NARG2	NARG2
LOC102725347	LOC102725347
LOC541473	LOC541473
HOCT1	SLC22A1
NCRNA00272	LINC00272
REXO1L12P	REXO1L12P
NMBR	NMBR
c14_5270	C14orf28
ABCB7	ABCB7
C9orf91	C9orf91
PEREC1	TOMM40
CD315	PTGFRN
STOX1	STOX1
RCC17	ASPSCR1
IFNGM2	IFNR
SHSF2	SHFM2
cP7	PRB2
RPL31P38	RPL31P38
CYCSP53	CYCSP53
bA375E1.3	SPDEF
LCORL	LCORL
C20orf40	LSM14B
FBX9	FBXO9
NAPSBP	NAPSB
OR11P1P	OR11P1P
KIAA0664P1	CLUHP1
RNF127	LONRF3
PLA2G4	PLA2G4A
MGC2889	MGC2889
C10orf115	C10orf115
VWA6	COL6A4P1
LOC100422171	LOC100422171
PCLD	PRKCSH
C17orf41	ATAD5
MZF1B	MZF1
REIIBP	WHSC1
LYSP100	SP140
ZNF446	ZNF446
NF-YC	NFYC
LDS4	TGFB2
GAT-2	SLC6A13
WBSCR8	CLDN4
DCLK	DCLK1
CM-AVM	RASA1
C9orf165	ENHO
CT60	LINC01193
TCRGC2	TARP
CYP2A3	CYP2A6
LSP1P2	LSP1P2
LOC100507654	LOC100507654
LOC101929725	LOC101929725
GDA	GDA
XK	XK
BRM	SMARCA2
LOC100506470	LOC100506470
PPP1R2P6	PPP1R2P6
OM	OCM
DUSPP	DUSP8P3
HSDJ0798C17	OR2A9P
DCAF14	PHIP
RN5S386	RNA5SP386
LYAR	LYAR
ING3	ING3
PHYHIP	PHYHIP
CCT8L2	CCT8L2
TNS3	TNS3
DUXY1	DUX4L16
MuD	AP5M1
SNAR-A6	SNAR-A6
TRBV21-1	TRBV21-1
RNA5SP144	RNA5SP144
SSBP3-AS1	SSBP3-AS1
TCB	PKM
MED13L	MED13L
MRPL1	MRPL1
C7orf44	COA1
FIM3	FIM3
CD39L2	ENTPD6
LMPH1A	FLT4
LOC101928913	LOC101928913
SNX33	SNX33
SHFM4	TP63
HERV-W-ENV	ERVW-1
lin-28A	LIN28A
CTAGE5	CTAGE5
HNRNPMP2	HNRNPMP2
SLC25A14	SLC25A14
macroH2A1.2	H2AFY
MYSTIQUE	PDLIM2
LOC101927946	LOC101927946
LEI	SERPINB1
MEN2B	RET
dNT-1	NT5C
ABRI	ITM2B
OPRT	UMPS
EF1A	EEF1A2
CCL22	CCL22
PTOS2	PTOS2
LOC102723757	LOC102723757
SP-ESP	SPESP1
GEN1	GEN1
FACT	SSRP1
dJ441G21.1	RPL12P2
FP2747	FAM20A
RPS12_11_1301	RPS12P23
G1P2	ISG15
LINC00919	LINC00919
RPL23A_35_1661	RPL23AP80
CAD4	CDH4
MTND3P2	MTND3P2
PRKCB	PRKCB
LOC102723766	LOC102723766
U61	SNORD61
CHREBP	MLXIPL
CLR19.1	NLRP9
BHLHB6	OLIG1
LOC100129917	LOC100129917
LOC646555	LOC646555
HCG24	HCG24
PFAAP1	ARL6IP6
O12	IGKV1-39
CDw32	FCGR2A
PXR2	PEX5L
RNU6P1	RNU6-50P
Oct-3	POU5F1
VKORC1	VKORC1
HZF1	ZNF266
LOC102724642	LOC102724642
GJA9-MYCBP	GJA9-MYCBP
ELANE	ELANE
ZNF723	ZNF723
C3BINA	CFI
FEV	FEV
SCYA11	CCL11
FAM11C	TMEM185AP1
RPS20_5_284	RPS20P13
GRP58	PDIA3
PDCD5	PDCD5
LOC100419957	LOC100419957
FGGY	FGGY
CLDN16	CLDN16
IDDM6	IDDM6
ZNFC25	ZNF211
RIEG2	RIEG2
CBX3P3	CBX3P3
SCGB1C1	SCGB1C1
CD1A	CD1E
MIR5580	MIR5580
SRRM4	SRRM4
SEC15L	EXOC6
LOC101060523	LOC101060523
LOC101928433	LOC101928433
LOC729970	LOC729970
LOC727751	LOC727751
UNGP3	UNGP3
ANO5	ANO5
C15orf16	OTUD7A
COX5BL7	COX5BP7
STARD5	STARD5
LOC101929586	LOC101929586
DFNA43	DFNA43
SIP1	ZEB2
RPL7P22	RPL7P22
CD42b-alpha	GP1BA
TRNAT4	TRNAT4
LIGHTR	TNFRSF14
hsa-mir-1973	MIR1973
NARG2P1	NARG2P1
hsa-mir-7-3	MIR7-3
LOC101060021	LOC101060021
BM039	CENPN
MTND5P12	MTND5P12
RPS10_8_1322	RPS10P21
SSU72	SSU72
C17orf73	LINC00483
NT5C1B-RDH14	NT5C1B-RDH14
SITAC	SDCBP2
LFA3	CD58
LOC100506290	LOC100506290
HVH2	DUSP4
MED13P1	MED13P1
MIR4679-1	MIR4679-1
dJ831C21.2	GGTLC1
UFM1	UFM1
AP3M2	AP3M2
FYVE-DSP1	MTMR3
HGAL	GCSAM
PCDH8P1	PCDH8P1
FBXL14	FBXL14
LOC101060145	LOC101060145
KTCN7	KTCN7
DYZ1L26	DYZ1L26
LOC101929571	LOC101929571
RN5S37	RNA5SP37
XT-II	XYLT2
NHE3P	SLC9A3P1
RNA5SP204	RNA5SP204
C12orf40	C12orf40
TLDC5	IFI44
LYC2	LYZL1
SLC11A3	SLC40A1
MTIF2P1	MTIF2P1
NRARP	NRARP
HTR7P1	HTR7P1
HBO1	KAT7
ZNF173	TRIM26
LCOR	LCOR
OMCG1	ZNF830
MIR4257	MIR4257
TRMT11-2	TRMT112
NEM7	CFL2
LOC100420499	LOC100420499
HASH	SPATA6
ADH5	ADH5
NACA3P	NACA3P
C20orf83	PIEZO1P1
LOC100128906	LOC100128906
RLFP1	RLFP1
dJ336K20B.2	RPL29P1
U7.29	RNU7-29P
CHMP1B	CHMP1B
MYH6	MYH6
RNU6-78	RNU6-78P
MST	MSTO1
SS3R	SSTR3
FOXD4L1	FOXD4L1
LOC101927122	LOC101927122
SRSF11	SRSF11
TC2	TCN2
SDR2E1	TGDS
RP49	CNGA1
SPANXA2	SPANXA2
TMEM156	TMEM156
BTCC-1	CD9
PTG	PPP1R3B
hly9	LY9
RPL29P22	RPL29P22
hLLP	LLPH
GI-GPx	GPX2
LINC00254	LINC00254
HBII-52-26	SNORD115-26
TRNAM16	TRNAM16
C1QL1	C1QL1
bA416N4.2	SNAP25
LOC101929077	LOC101929077
hsa-mir-1302-2	MIR1302-2
hsa-mir-1-1	MIR1-1
ATP11C	ATP11C
LOC101928509	LOC101928509
RN5S352	RNA5SP352
DIC4	WDR78
C2TA	CIITA
ZNF35	ZNF35
ADIR2	TOR3A
RPL7A_12_639	RPL7AP33
VI-3B	IGHV1-3
anpg	MPG
ZSCAN4	ZSCAN4
NUP53	NUP35
C16orf35	NPRL3
CHST11	CHST11
THRB	THRB
RPS15AP40	RPS15AP40
RNF39	RNF39
PSMD11	PSMD11
MST121	ADAT3
cC1qR	CALR
CDC42BPA	CDC42BPA
LOC102724174	LOC102724174
p51	TP63
G4S	ARSB
hsa-mir-556	MIR556
LPLUNC4	BPIFB4
LUC7L2	LUC7L2
LOC102723360	LOC102723360
UBTFL3	UBTFL3
ZNF452	SCAND3
EPIM	STX2
SH3D5	SORBS1
LP8165	PDXDC1
LOC102724257	LOC102724257
BRK1	BRK1
HOX4F	HOXD11
LASU1	HUWE1
LOC100418645	LOC100418645
RPL36AP1	RPL36AP1
Grf40	GRAP2
NKB1B	KIR3DL1
RNU7P3	RNU7-24P
LOC645978	LOC645978
RPS12_6_698	RPS12P14
DPYD	DPYD
KRT	KRT126P
CASKP1	CASKP1
RPL26P25	RPL26P25
CROCCP3	CROCCP3
eIF3-gamma	EIF3H
C18orf45	TMEM241
GPR32P1	GPR32P1
LOC100132474	LOC100132474
SuRTK106	STYK1
KDM2A	KDM2A
USP32	USP32
RNF154	DTX3
TCTE1P	DYNLT3P1
ADAS	AGPS
MIR3927	MIR3927
MSG1	CITED1
MADR1	SMAD1
NPIPL2	NPIPB15
FGAMS	PFAS
OVOS	OVOS
FERMT3	FERMT3
AGT	AGXT
PRO1886	TMEM231
2DD	DHDH
C1orf58	BROX
MIRN526A-2	MIR526A2
OATP2	SLCO1B1
CDGS2	MGAT2
LOC101927717	LOC101927717
RNA5SP181	RNA5SP181
BT-IgSF	IGSF11
TRIM75P	TRIM75P
PNPLA10P	PNPLA10P
ACK1	TNK2
CHRNB2	CHRNB2
SDHAL2	SDHAP2
MNX1-AS1	MNX1-AS1
RPL17_11_1102	RPL17P36
FAEES3	GSTP1
LOC102724761	LOC102724761
UDPGP2	UGP2
Hek5	EPHB2
MRX26	MRX26
MUTYH	MUTYH
LINC00162	LINC00162
CENPU	CENPU
GPATCH2	GPATCH2
HSP90BC	HSP90AB3P
ZNF227	ZNF227
LOC102725424	LOC102725424
SBP2	SECISBP2
TRNAU2	TRNAU2
RH30A	RHCE
LOC100996484	LOC100996484
LINC00851	LINC00851
RPUSD3	RPUSD3
LOC101929054	LOC101929054
DEFB-15	DEFB115
XB130	AFAP1L2
LINC00557	LINC00557
HSA243342	CHRNA9
MAK16	MAK16
R-PTP-zeta-2	PTPRZ1
SPRY2	SPRY2
TRN1	TRNAN1
RIM-BP3.A	RIMBP3
ALS6	FUS
GMFB	GMFB
PBEF1	NAMPT
TRGVA	TRGVA
MIR563	MIR563
MTTF1	TFAMP1
RN5S109	RNA5SP109
TMEM8	TMEM8A
FAM86FP	FAM86FP
REPA1	RPA1
p38	POLDIP2
LOC101927955	LOC101927955
SETD8P1	SETD8P1
SLOBETA3	KCNMB3
TRAG3	CSAG2
RPL30_5_906	RPL30P10
14q(II-7)	SNORD114-7
FLJ45950	FLJ45950
PBLD	PBLD
KOR-3	OPRL1
MXRA1	ATP2B4
SCAMP	SCAMP1
LOC101930432	LOC101930432
Kv7.5	KCNQ5
HP09053	HP09053
SEPT7A	SEPT7
ETV2	ETV2
IL18RA	IL18R1
MIR1268B	MIR1268B
PPP1R37	PPP1R37
EIF4A1P4	EIF4A1P4
MIR4638	MIR4638
ZFHX4-AS1	ZFHX4-AS1
AASTH53	AASTH53
HSJ-2	DNAJB6
ATP10A	ATP10A
LOC102725514	LOC102725514
UPLP	UPK3BL
JHMD2A	KDM3A
LOC102724818	LOC102724818
ARL2BPP4	ARL2BPP4
bA145L22.2	ZFP57
LOC100418493	LOC100418493
IL23R	IL23R
LOC102724342	LOC102724342
LOC100533936	LOC100533936
DEL9P	DEL9P
L39mt	MRPL39
IGHV2-70D	IGHV2-70D
IDC	LMNA
LOC100422637	LOC100422637
UG0898H09	UG0898H09
LOC102725216	LOC102725216
BTBD28	KCTD10
RN5S236	RNA5SP236
SIDS	IDS
SBF1P1	SBF1P1
JADE1	JADE1
RPL4_3_960	RPL4P5
DNASEX	DNASE1L1
LOC100128740	LOC100128740
NTM1B	METTL11B
GPB	GYPB
HNF3G	FOXA3
LOC100419321	LOC100419321
IDS	IDS
C1orf28	CDC73
HACS2	SASH3
LOC101930262	LOC101930262
MICALL1	MICALL1
NRIF4	ZNF277
TRAV8-7	TRAV8-7
LOC102724719	LOC102724719
GPBP1L1	GPBP1L1
CCP4	AGBL1
TBX21	TBX21
ANKHZN	ANKFY1
CINN	CINN
VITO1	VGLL2
U1-A	SNRPA
LOC100287033	LOC100287033
CCND2P1	CCND2P1
PCAT1	PCAT1
CASP5	CASP5
HOX3G	HOXC13
Pnutl3	SEPT2
BRD4	BRD4
MIR379	MIR379
SKRP3	DUSP26
RPL29P5	RPL29P5
DOK4	DOK4
DNCI1	DYNC1I1
MRPS18CP2	MRPS18CP2
ATF4P3	ATF4P3
FAM30C	KIAA0125P2
SOX9	SOX9
KIAA0226L	KIAA0226L
U7.81	RNU7-81P
SFTPA2B	SFTPA2
HSPD1P12	HSPD1P12
NEPNP	NEPNP
GPX1P2	GPX1P2
HNRNPA1P56	HNRNPA1P56
SMA5	SMA5
DTNB	DTNB
CGI151	PALLD
DXS1253E	F8
LOC101929289	LOC101929289
MPVQTL1	MPVQTL1
KFGF	FGF4
miRNA136	MIR136
5B10	S100A6
ALDRL3	AKR1B1P3
CDY2A	CDY2A
MIRN181B1	MIR181B1
LOC101060861	LOC101060861
NAE2	UBA3
FLJ13773	FLJ13773
LOC100129098	LOC100129098
V8	IGSF3
RPS6P25	RPS6P25
EP400NL	EP400NL
OR15-80	OR4H6P
TCF21	TCF21
ZSCAN12L1	ZSCAN12P1
HTPCRH06	OR2K2
DLST	DLST
C10orf32-ASMT	C10orf32-ASMT
ZNF40	HIVEP1
CD54	ICAM1
LOC100507462	LOC100507462
2310061C15Rik	CMC2
ANT2	SLC25A5
ZNF419	ZNF419
FAAP90	FANCB
EPM1	CSTB
IDPC	IDH1
RPL32P24	RPL32P24
TOT4	KTI12
hsa-mir-6815	MIR6815
LINC01218	LINC01218
FAM22G	NUTM2G
KLHL21	KLHL21
PI15	PI15
SNORD11	SNORD11
RER1	RER1
LOC100421887	LOC100421887
KLF2	KLF2
BCLP	TMEM54
ZNF51	BCL6
HERV-K108	ERVK-6
NKCC2	SLC12A1
STAF40	TRRAP
DDX20P1	DDX20P1
VLA-BETA	ITGB1
LOC729369	LOC729369
MIR7162	MIR7162
RPL5P20	RPL5P20
15E1.2	GATC
LOC100996375	LOC100996375
PRO2405	CAMSAP1
THCYT3	JAK2
LAP18	STMN1
ZKSCAN11	ZNF215
MR-1	PNKD
ALDH1L1-AS1	ALDH1L1-AS1
KU-MEL-3	KU-MEL-3
SN1	SLC38A3
FAM120A	FAM120A
SNORD36B	SNORD36B
CABP	S100A6
LINC00239	LINC00239
THPO	THPO
BSC1	SLC12A1
CBFA1	RUNX2
HIST1H3E	HIST1H3E
MIC10	CD46
DIPI	VDI
PTPZ	PTPRZ1
EPPB9	B9D1
TNFRSF17	TNFRSF17
ZNF919	ZBTB9
PP2Abeta	PPP2CB
FRA2E	FRA2E
LOC101928941	LOC101928941
TNXB1	TNXB
C17orf27	RNF213
